store_id,store_name,genre,rate,review_cnt,store_url,address,latitude,longitude,business_hours,reserve,dinner_budget,lunch_budget,opened
17000352,幸寿し 本店,寿司,3.86,478,https://tabelog.com/ishikawa/A1703/A170302/17000352/,石川県/七尾市/相生町/30-1,37.04447179695873,136.96719512011663,火・水・木・金・土・日/11:30 - 12:50/13:00 - 14:30/17:00 - 20:00/月/定休日,予約可,-,"￥5,000～￥5,999",1956年
17012648,パティスリーアメリ,ケーキ、チョコレート、洋菓子,3.2,27,https://tabelog.com/ishikawa/A1703/A170302/17012648/,石川県/七尾市/相生町/30-2,37.04443879695874,136.9671359301163,水・木・金・土・日/11:00 - 17:00/月・火/定休日,,-,～￥999,2021年1月20日
17014534,桜寿し,寿司,3.13,5,https://tabelog.com/ishikawa/A1703/A170302/17014534/,石川県/七尾市/相生町/35,37.04463509695846,136.96664492011865,,予約可,-,-,
17002995,松の葉,喫茶店,3.06,5,https://tabelog.com/ishikawa/A1703/A170302/17002995/,石川県/七尾市/相生町/50-1,37.044464026958536,136.96657306011699,11:00 - 15:00,,-,-,
17003682,串かつ草間,洋食、食堂、串揚げ,3.06,5,https://tabelog.com/ishikawa/A1703/A170302/17003682/,石川県/七尾市/相生町/57,37.04434447695874,136.9669469301155,11:30 - 13:30/16:30 - 21:00 ■ 定休日/不定休,予約可,-,～￥999,
17011831,居酒屋ダイニング きたの,居酒屋,3.03,2,https://tabelog.com/ishikawa/A1703/A170302/17011831/,石川県/七尾市/相生町/63,37.04402944695903,136.96725694011212,17:00 - 00:00,予約可,"￥3,000～￥3,999",-,2018年
17011731,ここーね,弁当、惣菜・デリ,3.02,2,https://tabelog.com/ishikawa/A1703/A170302/17011731/,石川県/七尾市/相生町/27-1,37.04453283615324,136.96693919895566,木/11:00 - 14:00/月・火・水・金・土・日/定休日,,～￥999,～￥999,
17013398,お茶の油谷 七尾店,カフェ,3.02,1,https://tabelog.com/ishikawa/A1703/A170302/17013398/,石川県/七尾市/相生町/82,37.043771512829366,136.9681230682586,月・火・水・木・金・土/09:00 - 18:00/日・祝日/定休日,,-,-,
17012382,小山屋醤油店,その他,0.0,3,https://tabelog.com/ishikawa/A1703/A170302/17012382/,石川県/七尾市/相生町/41,37.04452385695834,136.9660936801179,月・火・水・木・金・土/08:00 - 17:00/日/定休日,予約可,-,-,
17012696,石政旅館,旅館・民宿,0.0, - ,https://tabelog.com/ishikawa/A1703/A170302/17012696/,石川県/七尾市/相生町/54,37.04435395695866,136.96671076011575,,,-,-,
17014947,酒場 Bear,居酒屋,0.0, - ,https://tabelog.com/ishikawa/A1703/A170302/17014947/,石川県/七尾市/相生町/22-1,37.044463266958815,136.96744550011636,■営業時間/18:00～24:00,,-,-,
17013268,ネテ製穀,パン,4.08,1,https://tabelog.com/ishikawa/A1703/A170302/17013268/,石川県/七尾市/赤浦町/ノ20,37.059886856922866,136.9373797978244,,,-,-,
17012559,ヴィラ・デラ・パーチェ,イタリアン、オーベルジュ,3.86,66,https://tabelog.com/ishikawa/A1703/A170302/17012559/,石川県/七尾市/中島町塩津/乙は部26-1,37.086526754659594,136.86719899576377,火/18:00 - 21:00/水・木・金・土/12:00 - 15:00/18:00 - 21:00/月・日/定休日 ■ 定休日/日曜日、月曜日,完全予約制,"￥30,000～￥39,999","￥30,000～￥39,999",2020年11月17日
17000352,幸寿し 本店,寿司,3.66,478,https://tabelog.com/ishikawa/A1703/A170302/17000352/,石川県/七尾市/相生町/30-1,37.04447179695873,136.96719512011663,火・水・木・金・土・日/11:30 - 12:50/13:00 - 14:30/17:00 - 20:00/月/定休日,予約可,-,"￥5,000～￥5,999",1956年
17003809,お好み焼 平野屋,お好み焼き,3.62,115,https://tabelog.com/ishikawa/A1703/A170302/17003809/,石川県/七尾市/本府中町/ル-20,37.03603072696419,136.96749731003115,火・水・木・金・土/12:00 - 14:00/17:00 - 22:00/日/12:00 - 22:00/月/定休日,予約可,"￥2,000～￥2,999",～￥999,
17014158,一 能登島,オーベルジュ、寿司,3.61,11,https://tabelog.com/ishikawa/A1703/A170302/17014158/,石川県/七尾市/能登島須曽町/42-4,37.1057299172291,136.9790080702644,,予約可,-,-,2023年9月4日
17000697,松乃鮨,寿司、その他、日本酒バー,3.6,75,https://tabelog.com/ishikawa/A1703/A170302/17000697/,石川県/七尾市/府中町/220-6,37.047470463532385,136.96759273407704,11:30 - 14:00/17:00 - 22:00 ■ 定休日/不定休/■予約方法/ネットでのご予約はカウンター席のみとなっております。/テーブル席をご希望の方は、お電話にて予約をお願いいたします。,予約可,"￥3,000～￥3,999","￥1,000～￥1,999",1868年
17006103,イタリアンジェラート　チェルキオ,ジェラート・アイスクリーム、カフェ,3.57,202,https://tabelog.com/ishikawa/A1703/A170302/17006103/,石川県/七尾市/神明町/ロ-22-10,37.043348356959164,136.96629325010588,月・水・木・金・土・日/11:30 - 19:00/火/定休日 ■ 定休日/12～3月は火曜・水曜,予約不可,～￥999,～￥999,2001年3月10日
17000223,ル ミュゼ ドゥ アッシュ 和倉店,ケーキ、カフェ,3.53,577,https://tabelog.com/ishikawa/A1703/A170302/17000223/,石川県/七尾市/和倉町/ワ65-1/辻口博啓美術館,37.09037414895415,136.91651222316426,土・日・祝日/11:00 - 16:00/月・火・水・木・金/定休日 ■ 定休日/不定休,予約不可,-,～￥999,
17011106,能登ミルク本店,ジェラート・アイスクリーム,3.53,334,https://tabelog.com/ishikawa/A1703/A170302/17011106/,石川県/七尾市/和倉町/ワ部13-6,37.08850582691433,136.91557430059757,月・火・金・土・日/09:00 - 17:00/水・木/定休日,予約不可,～￥999,～￥999,2018年4月7日
