store_id,store_name,genre,rate,review_cnt,store_url,address,latitude,longitude,business_hours,reserve,dinner_budget,lunch_budget,opened
17013325,フードストリート いかふぇ,カフェ,3.0,1,https://tabelog.com/ishikawa/A1704/A170403/17013325/,石川県/鳳珠郡能登町/市之瀬/1-11,37.31255313606697,137.23051170147815,,予約不可,-,～￥999,
17000920,民宿 ふらっと,料理旅館、イタリアン,3.72,31,https://tabelog.com/ishikawa/A1704/A170403/17000920/,石川県/鳳珠郡能登町/矢波/27-26-3,37.28037641685097,137.09928941240688,■ 営業時間/昼食は12:30から、夕食は18:30からのみ（時間指定）,完全予約制,"￥20,000～￥29,999",-,
17010050,もりもり寿し 能登総本店,回転寿司,3.61,100,https://tabelog.com/ishikawa/A1704/A170403/17010050/,石川県/鳳珠郡能登町/宇出津新港/3-3,37.29843790685556,137.149705442554,月・火・水・木・金/11:00 - 15:00/L.O. 料理14:30/17:00 - 21:00/土・日・祝日/11:00 - 21:00,予約不可,"￥2,000～￥2,999","￥3,000～￥3,999",2016年3月30日
17004567,百楽荘,料理旅館、日本料理,3.6,104,https://tabelog.com/ishikawa/A1704/A170403/17004567/,石川県/鳳珠郡能登町/越坂/11-34,37.3103154968744,137.23254738261585,,完全予約制,"￥20,000～￥29,999",-,
17000192,マルガージェラート 能登本店,ジェラート・アイスクリーム,3.58,324,https://tabelog.com/ishikawa/A1704/A170403/17000192/,石川県/鳳珠郡能登町/瑞穂/163-1,37.2809297768325,137.04240003245232,月・火・木・金・土・日・祝日/11:00 - 17:00/水/定休日 年末年始は休みです。,予約不可,-,～￥999,1999年6月
17009698,津久司,寿司、海鮮,3.3,32,https://tabelog.com/ishikawa/A1704/A170403/17009698/,石川県/鳳珠郡能登町/宇出津新/97-1,37.308039726849564,137.15006154265072,火・水・木・金・土/11:30 - 14:00/17:00 - 22:00/月・日/定休日 ■ 営業時間/17:00～22:00 ※要予約/■ 定休日/最終土曜日,予約可,-,～￥999,
17000120,夢一輪館,そば、郷土料理,3.25,35,https://tabelog.com/ishikawa/A1704/A170403/17000120/,石川県/鳳珠郡能登町/当目/28-1,37.3357275067888,137.01447699302543,火・水・木・金・土・日/11:00 - 17:00/月/定休日 ■ 営業時間/日没まで/■ 定休日/月曜日（祝日の場合は営業）,予約可,-,"￥1,000～￥1,999",
17000693,日本海倶楽部,ヨーロッパ料理、ビアバー、ビアホール,3.22,37,https://tabelog.com/ishikawa/A1704/A170403/17000693/,石川県/鳳珠郡能登町/立壁/92,37.33728186686548,137.25835001287015,月・火・木・金・土・日/11:30 - 22:00/水/定休日 ■ 営業時間/冬季は21:00まで,予約可,-,"￥1,000～￥1,999",
17001221,紅寿し,寿司,3.17,19,https://tabelog.com/ishikawa/A1704/A170403/17001221/,石川県/鳳珠郡能登町/字宇出津新194-2,37.30672636685025,137.1495853926378,11:00 - 00:00 ■ 定休日/第2、4木曜日,予約可,-,"￥2,000～￥2,999",
17012282,イカの駅 つくモール,その他,3.14,59,https://tabelog.com/ishikawa/A1704/A170403/17012282/,石川県/鳳珠郡能登町/字越坂18字18-1,37.312471086872385,137.23050871263905,月・火・木・金・土・日/11:00 - 14:30/水/定休日 ■ 営業時間/11:00～14:30(L.O) ※レストラン営業時間/売店など施設は9:30～17:00,予約不可,-,"￥1,000～￥1,999",2020年6月20日
17006338,真脇ポーレポーレ,旅館・民宿,3.14,11,https://tabelog.com/ishikawa/A1704/A170403/17006338/,石川県/鳳珠郡能登町/真脇/19-110,37.30869058686779,137.2085529326163,11:00 - 14:00/17:00 - 20:00 ■ 営業時間/※予約制,完全予約制,-,-,
17006834,料理民宿 田の浦荘,旅館・民宿,3.11,5,https://tabelog.com/ishikawa/A1704/A170403/17006834/,石川県/鳳珠郡能登町/宇出津/ウ10-3,37.301790876857574,137.16271477257874,,予約可,-,-,
17006329,かね八,旅館・民宿,3.09,6,https://tabelog.com/ishikawa/A1704/A170403/17006329/,石川県/鳳珠郡能登町/宇出津/井14,37.303319236047976,137.15251420143952,■ 営業時間/チェックイン 14:00～/チェックアウト 10:00～,予約可,-,-,
17000335,居肴屋 風来坊,海鮮、居酒屋,3.08,13,https://tabelog.com/ishikawa/A1704/A170403/17000335/,石川県/鳳珠郡能登町/宇出津/ム50,37.30590383685057,137.14890391262995,月・火・水・木・金・土/11:30 - 13:00/17:00 - 22:30/日/定休日,予約可,"￥4,000～￥4,999",-,1988年
17007398,茂平食堂,食堂、麺類,3.07,14,https://tabelog.com/ishikawa/A1704/A170403/17007398/,石川県/鳳珠郡能登町/宇出津/タ61,37.30851763684875,137.14836330265712,09:00 - 20:00 ■ 定休日/不定休(週に1日),,-,～￥999,
17008334,ふわ,旅館・民宿,3.06,1,https://tabelog.com/ishikawa/A1704/A170403/17008334/,石川県/鳳珠郡能登町/宇出津/ウ124,37.30432832685213,137.1506796426128,■ 営業時間/チェックイン15:00 チェックアウト翌10:00/■ 定休日/年中無休(年末年始のみ休み),,-,-,
17009806,数馬酒造,その他,3.03,7,https://tabelog.com/ishikawa/A1704/A170403/17009806/,石川県/鳳珠郡能登町/宇出津/ヘ-36,37.30828732684967,137.15087838265265,月・火・水・木・金/09:00 - 18:30/土・日/09:00 - 18:00 ■営業時間/[月～金] 9:00～18:30/[土・日] 9:00～18:00/■ 定休日/第2火曜日・第4火曜日,,-,-,
17015030,DOYA COFFEE,カフェ、コーヒースタンド,0.0,1,https://tabelog.com/ishikawa/A1704/A170403/17015030/,石川県/鳳珠郡能登町/宇出津/ム15,37.306479536849906,137.1479942026364,月・水・木・金・土・日/11:00 - 18:00/火/定休日 11時〜18時/20時〜LAST,,-,-,2022年7月2日
17012498,中国菜館きょうちゃん,中華料理、居酒屋、ラーメン,0.0, - ,https://tabelog.com/ishikawa/A1704/A170403/17012498/,石川県/鳳珠郡能登町/宇出津/へ33,37.308354496849645,137.1509113726533,,,"￥1,000～￥1,999",-,
17014912,zou,カフェ,0.0, - ,https://tabelog.com/ishikawa/A1704/A170403/17014912/,石川県/鳳珠郡能登町/宇出津/ク178-2,37.30074351772372,137.1527921253969,水・木/11:00 - 16:00/金/11:00 - 21:00/土/11:00 - 17:00/20:00 - 23:30/月・火・日/定休日,,-,-,
17013688,焼き鳥 弘,焼き鳥、居酒屋,0.0, - ,https://tabelog.com/ishikawa/A1704/A170403/17013688/,石川県/鳳珠郡能登町/宇出津/井25-1,37.30282226685355,137.15215364259655,火・水・木・金・土・日/16:00 - 22:30/月/定休日,,-,-,
17009698,津久司,寿司、海鮮,3.3,32,https://tabelog.com/ishikawa/A1704/A170403/17009698/,石川県/鳳珠郡能登町/宇出津新/97-1,37.308039726849564,137.15006154265072,火・水・木・金・土/11:30 - 14:00/17:00 - 22:00/月・日/定休日 ■ 営業時間/17:00～22:00 ※要予約/■ 定休日/最終土曜日,予約可,-,～￥999,
17007169,ビストロ与七,ビストロ、パスタ、洋食,3.04,8,https://tabelog.com/ishikawa/A1704/A170403/17007169/,石川県/鳳珠郡能登町/宇出津新/139,37.30729912684997,137.14983750264338,月・火・水・木・金・土/11:30 - 13:30/17:30 - 21:30/日/17:30 - 21:30 ■ 定休日/不定休,予約可,-,-,
17006112,あさひ,居酒屋、焼肉,3.04,4,https://tabelog.com/ishikawa/A1704/A170403/17006112/,石川県/鳳珠郡能登町/宇出津新/27,37.307831766849155,137.1483490126498,12:00 - 13:30/17:00 - 00:00,予約可,-,-,
17009163,宝寿し,寿司,3.02,2,https://tabelog.com/ishikawa/A1704/A170403/17009163/,石川県/鳳珠郡能登町/宇出津新/1-206-1,37.30730435685004,137.15006380264327,,予約可,-,-,
17013660,焼肉ポンちゃん,焼肉、ホルモン、ラーメン,3.02,1,https://tabelog.com/ishikawa/A1704/A170403/17013660/,石川県/鳳珠郡能登町/宇出津新/190-7,37.306519036044946,137.14937860147404,17:00 - 22:00/L.O. 21:00,予約可,"￥4,000～￥4,999",-,2020年12月22日
17007937,茶居夢,喫茶店,3.01,1,https://tabelog.com/ishikawa/A1704/A170403/17007937/,石川県/鳳珠郡能登町/宇出津新/壱35,37.30796437641722,137.14875208408398,,,-,-,
17015623,片岡精肉店,その他,3.72,1,https://tabelog.com/ishikawa/A1704/A170403/17015623/,石川県/鳳珠郡能登町/宇出津新/149/かくだストア店内,37.30714603684983,137.14907950264237,09:30 - 19:00 精肉店,,-,-,
